// higgsino/wino, mass, C1C1/C1N1, leading jet pt cut, met cut, sign 
29845, 0, 0, -1;
29855, 1.64121e-09, 0, 0;
29865, 0, 0, -1;
29875, 0, 0, -1;
29885, 0, 0, -1;
29895, 0, 0, -1;
29905, 0, 0, -1;
29915, 0, 0, -1;
29925, 0, 0, -1;
29935, 0, 0, -1;
29945, 0, 0, -1;
29955, 0, 0, -1;
29965, 0, 0, -1;
29975, 0, 0, -1;
29985, 0, 0, -1;
29995, 0, 0, -1;
30005, 0, 0, -1;
30015, 0, 0, -1;
30025, 0, 0, -1;
30035, 0, 0, -1;
30045, 0, 0, -1;
30055, 0, 0, -1;
30065, 0, 0, -1;
30075, 0, 0, -1;
30085, 0, 0, -1;
30095, 0, 0, -1;
30105, 0, 0, -1;
30115, 0, 0, -1;
30125, 0, 0, -1;
30135, 0, 0, -1;
30145, 0, 0, -1;
30155, 0, 0, -1;
30165, 0, 0, -1;
30175, 1.64121e-09, 0, 0;
30185, 0, 0, -1;
30195, 0, 0, -1;
30205, 1.64121e-09, 0, 0;
30215, 0, 0, -1;
30225, 0, 0, -1;
30235, 0, 0, -1;
30245, 0, 0, -1;
30255, 0, 0, -1;
30265, 0, 0, -1;
30275, 0, 0, -1;
30285, 0, 0, -1;
30295, 0, 0, -1;
30305, 0, 0, -1;
30315, 0, 0, -1;
30325, 0, 0, -1;
30335, 0, 0, -1;
30345, 0, 0, -1;
30355, 0, 0, -1;
30365, 0, 0, -1;
30375, 0, 0, -1;
30385, 0, 0, -1;
30395, 0, 0, -1;
30405, 0, 0, -1;
30415, 0, 0, -1;
30425, 0, 0, -1;
30435, 0, 0, -1;
30445, 0, 0, -1;
30455, 0, 0, -1;
30465, 0, 0, -1;
30475, 0, 0, -1;
30485, 0, 0, -1;
30495, 0, 0, -1;
30505, 0, 0, -1;
30515, 0, 0, -1;
30525, 0, 0, -1;
30535, 0, 0, -1;
30545, 0, 0, -1;
30555, 0, 0, -1;
30565, 0, 0, -1;
30575, 0, 0, -1;
30585, 0, 0, -1;
30595, 0, 0, -1;
30605, 0, 0, -1;
30615, 0, 0, -1;
30625, 0, 0, -1;
30635, 0, 0, -1;
30645, 0, 0, -1;
30655, 0, 0, -1;
30665, 1.64121e-09, 0, 0;
30675, 1.64121e-09, 0, 0;
30685, 0, 0, -1;
30695, 0, 0, -1;
30705, 0, 0, -1;
30715, 0, 0, -1;
30725, 0, 0, -1;
30735, 0, 0, -1;
30745, 0, 0, -1;
30755, 0, 0, -1;
30765, 0, 0, -1;
30775, 0, 0, -1;
30785, 0, 0, -1;
30795, 0, 0, -1;
30805, 0, 0, -1;
30815, 0, 0, -1;
30825, 0, 0, -1;
30835, 1.64121e-09, 0, 0;
30845, 0, 0, -1;
30855, 0, 0, -1;
30865, 0, 0, -1;
30875, 0, 0, -1;
30885, 0, 0, -1;
30895, 0, 0, -1;
30905, 0, 0, -1;
30915, 0, 0, -1;
30925, 0, 0, -1;
30935, 0, 0, -1;
30945, 0, 0, -1;
30955, 0, 0, -1;
30965, 0, 0, -1;
30975, 1.64121e-09, 0, 0;
30985, 0, 0, -1;
30995, 0, 0, -1;
31005, 0, 0, -1;
31015, 0, 0, -1;
31025, 0, 0, -1;
31035, 0, 0, -1;
31045, 0, 0, -1;
31055, 0, 0, -1;
31065, 0, 0, -1;
31075, 0, 0, -1;
31085, 0, 0, -1;
31095, 0, 0, -1;
31105, 0, 0, -1;
31115, 0, 0, -1;
31125, 0, 0, -1;
31135, 0, 0, -1;
31145, 0, 0, -1;
31155, 0, 0, -1;
31165, 0, 0, -1;
31175, 0, 0, -1;
31185, 0, 0, -1;
31195, 0, 0, -1;
31205, 0, 0, -1;
31215, 0, 0, -1;
31225, 0, 0, -1;
31235, 0, 0, -1;
31245, 0, 0, -1;
31255, 0, 0, -1;
31265, 0, 0, -1;
31275, 0, 0, -1;
31285, 0, 0, -1;
31295, 0, 0, -1;
31305, 0, 0, -1;
31315, 0, 0, -1;
31325, 0, 0, -1;
31335, 0, 0, -1;
31345, 0, 0, -1;
31355, 0, 0, -1;
31365, 0, 0, -1;
31375, 0, 0, -1;
31385, 0, 0, -1;
31395, 0, 0, -1;
31405, 0, 0, -1;
31415, 0, 0, -1;
31425, 0, 0, -1;
31435, 0, 0, -1;
31445, 0, 0, -1;
31455, 0, 0, -1;
31465, 0, 0, -1;
31475, 0, 0, -1;
31485, 0, 0, -1;
31495, 1.64121e-09, 0, 0;
31505, 0, 0, -1;
31515, 0, 0, -1;
31525, 0, 0, -1;
31535, 0, 0, -1;
31545, 0, 0, -1;
31555, 0, 0, -1;
31565, 0, 0, -1;
31575, 0, 0, -1;
31585, 0, 0, -1;
31595, 0, 0, -1;
31605, 0, 0, -1;
31615, 0, 0, -1;
31625, 0, 0, -1;
31635, 0, 0, -1;
31645, 0, 0, -1;
31655, 0, 0, -1;
31665, 0, 0, -1;
31675, 0, 0, -1;
31685, 0, 0, -1;
31695, 0, 0, -1;
31705, 0, 0, -1;
31715, 0, 0, -1;
31725, 0, 0, -1;
31735, 0, 0, -1;
31745, 0, 0, -1;
31755, 0, 0, -1;
31765, 0, 0, -1;
31775, 0, 0, -1;
31785, 0, 0, -1;
31795, 0, 0, -1;
31805, 0, 0, -1;
31815, 0, 0, -1;
31825, 0, 0, -1;
31835, 0, 0, -1;
31845, 0, 0, -1;
31855, 0, 0, -1;
31865, 0, 0, -1;
31875, 0, 0, -1;
31885, 0, 0, -1;
31895, 0, 0, -1;
31905, 0, 0, -1;
31915, 0, 0, -1;
31925, 0, 0, -1;
31935, 0, 0, -1;
31945, 0, 0, -1;
31955, 0, 0, -1;
31965, 0, 0, -1;
31975, 0, 0, -1;
31985, 0, 0, -1;
31995, 0, 0, -1;
32005, 0, 0, -1;
32015, 0, 0, -1;
32025, 0, 0, -1;
32035, 0, 0, -1;
32045, 0, 0, -1;
32055, 0, 0, -1;
32065, 0, 0, -1;
32075, 0, 0, -1;
32085, 0, 0, -1;
32095, 0, 0, -1;
32105, 0, 0, -1;
32115, 0, 0, -1;
32125, 0, 0, -1;
32135, 0, 0, -1;
32145, 0, 0, -1;
32155, 0, 0, -1;
32165, 0, 0, -1;
32175, 0, 0, -1;
32185, 0, 0, -1;
32195, 0, 0, -1;
32205, 0, 0, -1;
32215, 0, 0, -1;
32225, 0, 0, -1;
32235, 0, 0, -1;
32245, 0, 0, -1;
32255, 0, 0, -1;
32265, 0, 0, -1;
32275, 0, 0, -1;
32285, 0, 0, -1;
32295, 0, 0, -1;
32305, 0, 0, -1;
32315, 0, 0, -1;
32325, 0, 0, -1;
32335, 0, 0, -1;
32345, 0, 0, -1;
32355, 0, 0, -1;
32365, 0, 0, -1;
32375, 0, 0, -1;
32385, 0, 0, -1;
32395, 0, 0, -1;
32405, 0, 0, -1;
32415, 0, 0, -1;
32425, 0, 0, -1;
32435, 0, 0, -1;
32445, 0, 0, -1;
32455, 0, 0, -1;
32465, 0, 0, -1;
32475, 0, 0, -1;
32485, 0, 0, -1;
32495, 0, 0, -1;
32505, 0, 0, -1;
32515, 0, 0, -1;
32525, 0, 0, -1;
32535, 0, 0, -1;
32545, 0, 0, -1;
32555, 0, 0, -1;
32565, 0, 0, -1;
32575, 0, 0, -1;
32585, 0, 0, -1;
32595, 0, 0, -1;
32605, 0, 0, -1;
32615, 0, 0, -1;
32625, 0, 0, -1;
32635, 0, 0, -1;
32645, 0, 0, -1;
32655, 0, 0, -1;
32665, 1.64121e-09, 0, 0;
32675, 0, 0, -1;
32685, 0, 0, -1;
32695, 0, 0, -1;
32705, 1.64121e-09, 0, 0;
32715, 0, 0, -1;
32725, 0, 0, -1;
32735, 0, 0, -1;
32745, 0, 0, -1;
32755, 0, 0, -1;
32765, 0, 0, -1;
32775, 0, 0, -1;
32785, 0, 0, -1;
32795, 0, 0, -1;
32805, 0, 0, -1;
32815, 0, 0, -1;
32825, 0, 0, -1;
32835, 0, 0, -1;
32845, 0, 0, -1;
32855, 0, 0, -1;
32865, 0, 0, -1;
32875, 0, 0, -1;
32885, 0, 0, -1;
32895, 0, 0, -1;
32905, 0, 0, -1;
32915, 0, 0, -1;
32925, 0, 0, -1;
32935, 0, 0, -1;
32945, 0, 0, -1;
32955, 0, 0, -1;
32965, 0, 0, -1;
32975, 0, 0, -1;
32985, 0, 0, -1;
32995, 0, 0, -1;
33005, 0, 0, -1;
33015, 0, 0, -1;
33025, 0, 0, -1;
33035, 0, 0, -1;
33045, 0, 0, -1;
33055, 0, 0, -1;
33065, 0, 0, -1;
33075, 0, 0, -1;
33085, 0, 0, -1;
33095, 0, 0, -1;
33105, 0, 0, -1;
33115, 0, 0, -1;
33125, 0, 0, -1;
33135, 0, 0, -1;
33145, 0, 0, -1;
33155, 0, 0, -1;
33165, 0, 0, -1;
33175, 0, 0, -1;
33185, 0, 0, -1;
33195, 0, 0, -1;
33205, 0, 0, -1;
33215, 0, 0, -1;
33225, 0, 0, -1;
33235, 0, 0, -1;
33245, 0, 0, -1;
33255, 0, 0, -1;
33265, 0, 0, -1;
33275, 0, 0, -1;
33285, 0, 0, -1;
33295, 0, 0, -1;
33305, 0, 0, -1;
33315, 0, 0, -1;
33325, 0, 0, -1;
33335, 0, 0, -1;
33345, 0, 0, -1;
33355, 0, 0, -1;
33365, 0, 0, -1;
33375, 0, 0, -1;
33385, 0, 0, -1;
33395, 0, 0, -1;
33405, 0, 0, -1;
33415, 0, 0, -1;
33425, 0, 0, -1;
33435, 0, 0, -1;
33445, 0, 0, -1;
33455, 0, 0, -1;
33465, 0, 0, -1;
33475, 0, 0, -1;
33485, 0, 0, -1;
33495, 0, 0, -1;
33505, 0, 0, -1;
33515, 0, 0, -1;
33525, 0, 0, -1;
33535, 0, 0, -1;
33545, 0, 0, -1;
33555, 0, 0, -1;
33565, 0, 0, -1;
33575, 0, 0, -1;
33585, 0, 0, -1;
33595, 0, 0, -1;
33605, 0, 0, -1;
33615, 0, 0, -1;
33625, 0, 0, -1;
33635, 0, 0, -1;
33645, 0, 0, -1;
33655, 0, 0, -1;
33665, 0, 0, -1;
33675, 0, 0, -1;
33685, 0, 0, -1;
33695, 0, 0, -1;
33705, 0, 0, -1;
33715, 0, 0, -1;
33725, 0, 0, -1;
33735, 0, 0, -1;
33745, 0, 0, -1;
33755, 0, 0, -1;
33765, 0, 0, -1;
33775, 0, 0, -1;
33785, 0, 0, -1;
33795, 0, 0, -1;
33805, 0, 0, -1;
33815, 0, 0, -1;
33825, 0, 0, -1;
33835, 0, 0, -1;
33845, 0, 0, -1;
33855, 0, 0, -1;
33865, 0, 0, -1;
33875, 0, 0, -1;
33885, 0, 0, -1;
33895, 0, 0, -1;
33905, 0, 0, -1;
33915, 0, 0, -1;
33925, 0, 0, -1;
33935, 0, 0, -1;
33945, 0, 0, -1;
33955, 0, 0, -1;
33965, 0, 0, -1;
33975, 0, 0, -1;
33985, 0, 0, -1;
33995, 0, 0, -1;
34005, 0, 0, -1;
34015, 0, 0, -1;
34025, 0, 0, -1;
34035, 0, 0, -1;
34045, 0, 0, -1;
34055, 0, 0, -1;
34065, 0, 0, -1;
34075, 0, 0, -1;
34085, 0, 0, -1;
34095, 0, 0, -1;
34105, 0, 0, -1;
34115, 0, 0, -1;
34125, 0, 0, -1;
34135, 0, 0, -1;
34145, 0, 0, -1;
34155, 0, 0, -1;
34165, 0, 0, -1;
34175, 0, 0, -1;
34185, 0, 0, -1;
34195, 0, 0, -1;
34205, 0, 0, -1;
34215, 0, 0, -1;
34225, 0, 0, -1;
34235, 0, 0, -1;
34245, 0, 0, -1;
34255, 0, 0, -1;
34265, 0, 0, -1;
34275, 0, 0, -1;
34285, 0, 0, -1;
34295, 0, 0, -1;
34305, 0, 0, -1;
34315, 0, 0, -1;
34325, 0, 0, -1;
34335, 0, 0, -1;
34345, 0, 0, -1;
34355, 0, 0, -1;
34365, 0, 0, -1;
34375, 0, 0, -1;
34385, 0, 0, -1;
34395, 0, 0, -1;
34405, 0, 0, -1;
34415, 0, 0, -1;
34425, 0, 0, -1;
34435, 0, 0, -1;
34445, 0, 0, -1;
34455, 0, 0, -1;
34465, 0, 0, -1;
34475, 0, 0, -1;
34485, 0, 0, -1;
34495, 0, 0, -1;
34505, 0, 0, -1;
34515, 0, 0, -1;
34525, 0, 0, -1;
34535, 0, 0, -1;
34545, 0, 0, -1;
34555, 0, 0, -1;
34565, 0, 0, -1;
34575, 0, 0, -1;
34585, 0, 0, -1;
34595, 0, 0, -1;
34605, 0, 0, -1;
34615, 0, 0, -1;
34625, 0, 0, -1;
34635, 0, 0, -1;
34645, 0, 0, -1;
34655, 0, 0, -1;
34665, 0, 0, -1;
34675, 0, 0, -1;
34685, 0, 0, -1;
34695, 0, 0, -1;
34705, 0, 0, -1;
34715, 0, 0, -1;
34725, 0, 0, -1;
34735, 0, 0, -1;
34745, 0, 0, -1;
34755, 0, 0, -1;
34765, 0, 0, -1;
34775, 0, 0, -1;
34785, 0, 0, -1;
34795, 0, 0, -1;
34805, 0, 0, -1;
34815, 0, 0, -1;
34825, 0, 0, -1;
34835, 0, 0, -1;
34845, 0, 0, -1;
34855, 0, 0, -1;
34865, 0, 0, -1;
34875, 0, 0, -1;
34885, 0, 0, -1;
34895, 0, 0, -1;
34905, 0, 0, -1;
34915, 0, 0, -1;
34925, 0, 0, -1;
34935, 0, 0, -1;
34945, 0, 0, -1;
34955, 0, 0, -1;
34965, 0, 0, -1;
34975, 0, 0, -1;
34985, 0, 0, -1;
34995, 0, 0, -1;
35005, 0, 0, -1;
35015, 0, 0, -1;
35025, 0, 0, -1;
35035, 0, 0, -1;
35045, 0, 0, -1;
35055, 0, 0, -1;
35065, 0, 0, -1;
35075, 0, 0, -1;
35085, 0, 0, -1;
35095, 0, 0, -1;
35105, 0, 0, -1;
35115, 0, 0, -1;
35125, 0, 0, -1;
35135, 0, 0, -1;
35145, 0, 0, -1;
35155, 0, 0, -1;
35165, 0, 0, -1;
35175, 0, 0, -1;
35185, 0, 0, -1;
35195, 0, 0, -1;
35205, 0, 0, -1;
35215, 0, 0, -1;
35225, 0, 0, -1;
35235, 0, 0, -1;
35245, 0, 0, -1;
35255, 0, 0, -1;
35265, 0, 0, -1;
35275, 0, 0, -1;
35285, 0, 0, -1;
35295, 0, 0, -1;
35305, 0, 0, -1;
35315, 0, 0, -1;
35325, 0, 0, -1;
35335, 0, 0, -1;
35345, 0, 0, -1;
35355, 0, 0, -1;
35365, 0, 0, -1;
35375, 0, 0, -1;
35385, 0, 0, -1;
35395, 0, 0, -1;
35405, 0, 0, -1;
35415, 0, 0, -1;
35425, 0, 0, -1;
35435, 0, 0, -1;
35445, 0, 0, -1;
35455, 0, 0, -1;
35465, 0, 0, -1;
35475, 0, 0, -1;
35485, 0, 0, -1;
35495, 0, 0, -1;
35505, 0, 0, -1;
35515, 0, 0, -1;
35525, 0, 0, -1;
35535, 0, 0, -1;
35545, 0, 0, -1;
35555, 0, 0, -1;
35565, 0, 0, -1;
35575, 0, 0, -1;
35585, 0, 0, -1;
35595, 0, 0, -1;
35605, 0, 0, -1;
35615, 0, 0, -1;
35625, 0, 0, -1;
35635, 0, 0, -1;
35645, 0, 0, -1;
35655, 0, 0, -1;
35665, 0, 0, -1;
35675, 0, 0, -1;
35685, 0, 0, -1;
35695, 0, 0, -1;
35705, 0, 0, -1;
35715, 0, 0, -1;
35725, 0, 0, -1;
35735, 0, 0, -1;
35745, 0, 0, -1;
35755, 0, 0, -1;
35765, 0, 0, -1;
35775, 0, 0, -1;
35785, 0, 0, -1;
35795, 0, 0, -1;
35805, 0, 0, -1;
35815, 0, 0, -1;
35825, 0, 0, -1;
35835, 0, 0, -1;
35845, 0, 0, -1;
35855, 0, 0, -1;
35865, 0, 0, -1;
35875, 0, 0, -1;
35885, 0, 0, -1;
35895, 0, 0, -1;
35905, 0, 0, -1;
35915, 0, 0, -1;
35925, 0, 0, -1;
35935, 0, 0, -1;
35945, 0, 0, -1;
35955, 0, 0, -1;
35965, 0, 0, -1;
35975, 0, 0, -1;
35985, 0, 0, -1;
35995, 0, 0, -1;
36005, 0, 0, -1;
36015, 0, 0, -1;
36025, 0, 0, -1;
36035, 0, 0, -1;
36045, 0, 0, -1;
36055, 0, 0, -1;
36065, 0, 0, -1;
36075, 0, 0, -1;
36085, 0, 0, -1;
36095, 0, 0, -1;
36105, 0, 0, -1;
36115, 0, 0, -1;
36125, 0, 0, -1;
36135, 0, 0, -1;
36145, 0, 0, -1;
36155, 0, 0, -1;
36165, 0, 0, -1;
36175, 0, 0, -1;
36185, 0, 0, -1;
36195, 0, 0, -1;
36205, 0, 0, -1;
36215, 0, 0, -1;
36225, 0, 0, -1;
36235, 0, 0, -1;
36245, 0, 0, -1;
36255, 0, 0, -1;
36265, 0, 0, -1;
36275, 0, 0, -1;
36285, 0, 0, -1;
36295, 0, 0, -1;
36305, 0, 0, -1;
36315, 0, 0, -1;
36325, 0, 0, -1;
36335, 0, 0, -1;
36345, 0, 0, -1;
36355, 0, 0, -1;
36365, 0, 0, -1;
36375, 0, 0, -1;
36385, 0, 0, -1;
36395, 0, 0, -1;
36405, 0, 0, -1;
36415, 0, 0, -1;
36425, 0, 0, -1;
36435, 0, 0, -1;
36445, 0, 0, -1;
36455, 0, 0, -1;
36465, 0, 0, -1;
36475, 0, 0, -1;
36485, 0, 0, -1;
36495, 0, 0, -1;
36505, 0, 0, -1;
36515, 0, 0, -1;
36525, 0, 0, -1;
36535, 0, 0, -1;
36545, 0, 0, -1;
36555, 0, 0, -1;
36565, 0, 0, -1;
36575, 0, 0, -1;
36585, 0, 0, -1;
36595, 0, 0, -1;
36605, 0, 0, -1;
36615, 0, 0, -1;
36625, 0, 0, -1;
36635, 0, 0, -1;
36645, 0, 0, -1;
36655, 0, 0, -1;
36665, 0, 0, -1;
36675, 0, 0, -1;
36685, 0, 0, -1;
36695, 0, 0, -1;
36705, 0, 0, -1;
36715, 0, 0, -1;
36725, 0, 0, -1;
36735, 0, 0, -1;
36745, 0, 0, -1;
36755, 0, 0, -1;
36765, 0, 0, -1;
36775, 0, 0, -1;
36785, 0, 0, -1;
36795, 0, 0, -1;
36805, 0, 0, -1;
36815, 0, 0, -1;
36825, 0, 0, -1;
36835, 0, 0, -1;
36845, 0, 0, -1;
36855, 0, 0, -1;
36865, 0, 0, -1;
36875, 0, 0, -1;
36885, 0, 0, -1;
36895, 0, 0, -1;
36905, 0, 0, -1;
36915, 0, 0, -1;
36925, 0, 0, -1;
36935, 0, 0, -1;
36945, 0, 0, -1;
36955, 0, 0, -1;
36965, 0, 0, -1;
36975, 0, 0, -1;
36985, 0, 0, -1;
36995, 0, 0, -1;
37005, 0, 0, -1;
37015, 0, 0, -1;
37025, 0, 0, -1;
37035, 0, 0, -1;
37045, 0, 0, -1;
37055, 0, 0, -1;
37065, 0, 0, -1;
37075, 0, 0, -1;
37085, 0, 0, -1;
37095, 0, 0, -1;
37105, 0, 0, -1;
37115, 0, 0, -1;
37125, 0, 0, -1;
37135, 0, 0, -1;
37145, 0, 0, -1;
37155, 0, 0, -1;
37165, 0, 0, -1;
37175, 0, 0, -1;
37185, 0, 0, -1;
37195, 0, 0, -1;
37205, 0, 0, -1;
37215, 0, 0, -1;
37225, 0, 0, -1;
37235, 0, 0, -1;
37245, 0, 0, -1;
37255, 0, 0, -1;
37265, 0, 0, -1;
37275, 0, 0, -1;
37285, 0, 0, -1;
37295, 0, 0, -1;
37305, 0, 0, -1;
37315, 0, 0, -1;
37325, 0, 0, -1;
37335, 0, 0, -1;
37345, 0, 0, -1;
37355, 0, 0, -1;
37365, 0, 0, -1;
37375, 0, 0, -1;
37385, 0, 0, -1;
37395, 0, 0, -1;
37405, 0, 0, -1;
37415, 0, 0, -1;
37425, 0, 0, -1;
37435, 0, 0, -1;
37445, 0, 0, -1;
37455, 0, 0, -1;
37465, 0, 0, -1;
37475, 0, 0, -1;
37485, 0, 0, -1;
37495, 0, 0, -1;
37505, 0, 0, -1;
37515, 0, 0, -1;
37525, 0, 0, -1;
37535, 0, 0, -1;
37545, 0, 0, -1;
37555, 0, 0, -1;
37565, 0, 0, -1;
37575, 0, 0, -1;
37585, 0, 0, -1;
37595, 0, 0, -1;
37605, 0, 0, -1;
37615, 0, 0, -1;
37625, 0, 0, -1;
37635, 0, 0, -1;
37645, 0, 0, -1;
37655, 0, 0, -1;
37665, 0, 0, -1;
37675, 0, 0, -1;
37685, 0, 0, -1;
37695, 0, 0, -1;
37705, 0, 0, -1;
37715, 0, 0, -1;
37725, 0, 0, -1;
37735, 0, 0, -1;
37745, 0, 0, -1;
37755, 0, 0, -1;
37765, 0, 0, -1;
37775, 0, 0, -1;
37785, 0, 0, -1;
37795, 0, 0, -1;
37805, 0, 0, -1;
37815, 0, 0, -1;
37825, 0, 0, -1;
37835, 0, 0, -1;
37845, 0, 0, -1;
37855, 0, 0, -1;
37865, 0, 0, -1;
37875, 0, 0, -1;
37885, 0, 0, -1;
37895, 0, 0, -1;
37905, 0, 0, -1;
37915, 0, 0, -1;
37925, 0, 0, -1;
37935, 0, 0, -1;
37945, 0, 0, -1;
37955, 0, 0, -1;
37965, 0, 0, -1;
37975, 0, 0, -1;
37985, 0, 0, -1;
37995, 0, 0, -1;
38005, 0, 0, -1;
38015, 0, 0, -1;
38025, 0, 0, -1;
38035, 0, 0, -1;
38045, 0, 0, -1;
38055, 0, 0, -1;
38065, 0, 0, -1;
38075, 0, 0, -1;
38085, 0, 0, -1;
38095, 0, 0, -1;
38105, 0, 0, -1;
38115, 0, 0, -1;
38125, 0, 0, -1;
38135, 0, 0, -1;
38145, 0, 0, -1;
38155, 0, 0, -1;
38165, 0, 0, -1;
38175, 0, 0, -1;
38185, 0, 0, -1;
38195, 0, 0, -1;
38205, 0, 0, -1;
38215, 0, 0, -1;
38225, 0, 0, -1;
38235, 0, 0, -1;
38245, 0, 0, -1;
38255, 0, 0, -1;
38265, 0, 0, -1;
38275, 0, 0, -1;
38285, 0, 0, -1;
38295, 0, 0, -1;
38305, 0, 0, -1;
38315, 0, 0, -1;
38325, 0, 0, -1;
38335, 0, 0, -1;
38345, 0, 0, -1;
38355, 0, 0, -1;
38365, 0, 0, -1;
38375, 0, 0, -1;
38385, 0, 0, -1;
38395, 0, 0, -1;
38405, 0, 0, -1;
38415, 0, 0, -1;
38425, 0, 0, -1;
38435, 0, 0, -1;
38445, 0, 0, -1;
38455, 0, 0, -1;
38465, 0, 0, -1;
38475, 0, 0, -1;
38485, 0, 0, -1;
38495, 0, 0, -1;
38505, 0, 0, -1;
38515, 0, 0, -1;
38525, 0, 0, -1;
38535, 0, 0, -1;
38545, 0, 0, -1;
38555, 0, 0, -1;
38565, 0, 0, -1;
38575, 0, 0, -1;
38585, 0, 0, -1;
38595, 0, 0, -1;
38605, 0, 0, -1;
38615, 0, 0, -1;
38625, 0, 0, -1;
38635, 0, 0, -1;
38645, 0, 0, -1;
38655, 0, 0, -1;
38665, 0, 0, -1;
38675, 0, 0, -1;
38685, 0, 0, -1;
38695, 0, 0, -1;
38705, 0, 0, -1;
38715, 0, 0, -1;
38725, 0, 0, -1;
38735, 0, 0, -1;
38745, 0, 0, -1;
38755, 0, 0, -1;
38765, 0, 0, -1;
38775, 0, 0, -1;
38785, 0, 0, -1;
38795, 0, 0, -1;
38805, 0, 0, -1;
38815, 0, 0, -1;
38825, 0, 0, -1;
38835, 0, 0, -1;
38845, 0, 0, -1;
38855, 0, 0, -1;
38865, 0, 0, -1;
38875, 0, 0, -1;
38885, 0, 0, -1;
38895, 0, 0, -1;
38905, 0, 0, -1;
38915, 0, 0, -1;
38925, 0, 0, -1;
38935, 0, 0, -1;
38945, 0, 0, -1;
38955, 0, 0, -1;
38965, 0, 0, -1;
38975, 0, 0, -1;
38985, 0, 0, -1;
38995, 0, 0, -1;
39005, 0, 0, -1;
39015, 0, 0, -1;
39025, 0, 0, -1;
39035, 0, 0, -1;
39045, 0, 0, -1;
39055, 0, 0, -1;
39065, 0, 0, -1;
39075, 0, 0, -1;
39085, 0, 0, -1;
39095, 0, 0, -1;
39105, 0, 0, -1;
39115, 0, 0, -1;
39125, 0, 0, -1;
39135, 0, 0, -1;
39145, 0, 0, -1;
39155, 0, 0, -1;
39165, 0, 0, -1;
39175, 0, 0, -1;
39185, 0, 0, -1;
39195, 0, 0, -1;
39205, 0, 0, -1;
39215, 0, 0, -1;
39225, 0, 0, -1;
39235, 0, 0, -1;
39245, 0, 0, -1;
39255, 0, 0, -1;
39265, 0, 0, -1;
39275, 0, 0, -1;
39285, 0, 0, -1;
39295, 0, 0, -1;
39305, 0, 0, -1;
39315, 0, 0, -1;
39325, 0, 0, -1;
39335, 0, 0, -1;
39345, 0, 0, -1;
39355, 0, 0, -1;
39365, 0, 0, -1;
39375, 0, 0, -1;
39385, 0, 0, -1;
39395, 0, 0, -1;
39405, 0, 0, -1;
39415, 0, 0, -1;
39425, 0, 0, -1;
39435, 0, 0, -1;
39445, 0, 0, -1;
39455, 0, 0, -1;
39465, 0, 0, -1;
39475, 0, 0, -1;
39485, 0, 0, -1;
39495, 0, 0, -1;
39505, 0, 0, -1;
39515, 0, 0, -1;
39525, 0, 0, -1;
39535, 0, 0, -1;
39545, 0, 0, -1;
39555, 0, 0, -1;
39565, 0, 0, -1;
39575, 0, 0, -1;
39585, 0, 0, -1;
39595, 0, 0, -1;
39605, 0, 0, -1;
39615, 0, 0, -1;
39625, 0, 0, -1;
39635, 0, 0, -1;
39645, 0, 0, -1;
39655, 0, 0, -1;
39665, 0, 0, -1;
39675, 0, 0, -1;
39685, 0, 0, -1;
39695, 0, 0, -1;
39705, 0, 0, -1;
39715, 0, 0, -1;
39725, 0, 0, -1;
39735, 0, 0, -1;
39745, 0, 0, -1;
39755, 0, 0, -1;
39765, 0, 0, -1;
39775, 0, 0, -1;
39785, 0, 0, -1;
39795, 0, 0, -1;
39805, 0, 0, -1;
39815, 0, 0, -1;
39825, 0, 0, -1;
39835, 0, 0, -1;
39845, 0, 0, -1;
39855, 0, 0, -1;
39865, 0, 0, -1;
39875, 0, 0, -1;
39885, 0, 0, -1;
39895, 0, 0, -1;
39905, 0, 0, -1;
39915, 0, 0, -1;
39925, 0, 0, -1;
39935, 0, 0, -1;
39945, 0, 0, -1;
39955, 0, 0, -1;
39965, 0, 0, -1;
39975, 0, 0, -1;
39985, 0, 0, -1;
39995, 0, 0, -1;
